"","data.INSTNM","data.TUITFTE","value"
"1810","Gordon College","17682",0.0496439873417722
"1811","Gordon-Conwell Theological Seminary","7779",0.11177439275422
"1812","Greenfield Community College","4350",0.0626746506986028
"1813","Hallmark Institute of Photography","32973",0.0303605313092979
"1814","Hampshire College","22030",0.0233739837398374
"1815","Harvard University","21438",0.136661211129296
"1816","Hebrew College","63120",0.104082806210466
"1817","Hellenic College-Holy Cross Greek Orthodox School of Theology","7775",0.123381049761418
"1818","Henris School of Hair Design","7729",0.0521739130434783
"1819","College of the Holy Cross","23772",1.98936170212766
"1820","Holyoke Community College","2849",0.0709219858156028
"1821","Gibbs College-Boston","21162",0.0359328726554788
"1822","Kay Harvey Academy of Hair Design","7968",0.0171963430561602
"1823","La Baron Hairdressing Academy-Brockton","2256",0.0284263959390863
"1824","La Baron Hairdressing Academy-New Bedford","11414",0.323353293413174
"1825","Lasell College","15855",0.0458847736625514
"1826","Lawrence Memorial Hospital School of Nursing","11233",0.12236396771674
"1827","Lesley University","15875",0.0464852607709751
"1828","Longy School of Music of Bard College","30535",0.150959132610509
"1829","Lowell Academy Hairstyling Institute","5957",0.0419715055833654
"1830","University of Massachusetts-Lowell","9351",0.0697518443997317
"1831","Mansfield Beauty Schools-Springfield","6316",0.123633879781421
"1832","Mansfield Beauty Schools-Quincy","7270",0.0657578187650361
"1833","Marian Court College","10422",0.0834537572254335
"1834","University of Massachusetts-Amherst","8945",0.0594241372268736
"1835","University of Massachusetts-Boston","9764",0.0832879695155144
"1836","Massachusetts Bay Community College","4165",0.0775321676014517
"1837","MCPHS University","24324",0.00425079702444208
"1838","Massachusetts College of Art and Design","9906",0.0404900332225914
"1839","Massachusetts Institute of Technology","21369",0.105529673891027
"1840","Massachusetts Maritime Academy","6823",7.2258064516129
"1841","University of Massachusetts Medical School Worcester","6998",0.301228183581125
"1842","William James College","18100",0.104082806210466
"1843","Massachusetts School of Barbering","5929",0.115507338864071
"1844","Massasoit Community College","3224",0.0633039945836154
"1845","Merrimack College","16650",10.5161290322581
"1846","MGH Institute of Health Professions","19529",0.155631986242476
"1847","Middlesex Community College","3393",0.0640077195239627
"1848","Montserrat College of Art","18754",0.0275935828877005
"1849","Mount Holyoke College","18019",0.0526874867219035
"1850","Mount Ida College","16217",0.0468476357267951
"1851","Mount Wachusett Community College","3588",0.0613351406302948
"1852","Cortiva Institute-Boston","5017",0.0467179183914843
"1853","School of the Museum of Fine Arts-Boston","18520",0.0275832802885635
"1854","Everest Institute-Brighton","8947",0.319383259911894
"1855","Rob Roy Academy-New Bedford","10172",0.00484871993793638
"1856","The New England Conservatory of Music","25819",0.0205413707045498
"1857","New England College of Optometry","31810",0.101610429447853
"1858","New England School of Acupuncture","10614",0.104082806210466
"1859","New England Law-Boston","31395",0.14778156996587
"1860","New England School of Photography","18469",0.033952125061065
"1861","Newbury College","13622",0.0554879532733025
"1862","Nichols College","13532",0.0589074602527517
"1863","Massachusetts College of Liberal Arts","5107",0.0423728813559322
"1864","North Bennet Street School","19061",0.068567766741429
"1865","North Shore Community College","2747",0.0908198330878743
"1866","The New England Institute of Art","19711",0.0457728864432216
"1867","Northeastern University","20139",0.0777040218664584
"1868","Northern Essex Community College","1623",0.076271186440678
"1869","College of Our Lady of the Elms","11201",0.0685437341333949
"1870","Pine Manor College","9731",0.0751767770748046
"1871","Pope St John XXIII National Seminary","21500",0.103911042944785
"1872","Quincy College","6043",0.095166729112027
"1873","Quinsigamond Community College","3191",0.0630323679727428
"1874","Kaplan Career Institute","2096",0.449915110356537
"1875","Regis College","17171",0.0702267739575713
"1876","Roxbury Community College","2171",0.382293762575453
"1877","Saint John's Seminary","10930",0.104102760736196
"1878","Salem State University","5477",0.0572374645222327
"1879","Salter College-West Boylston","6843",0.133935907970419
"1880","Simmons College","17596",0.0726731831704207
"1881","Bard College at Simon's Rock","21052",0.0220097821253891
"1882","Smith College","20808",0.0487655580493777
"1883","Southeastern Technical Institute","9294",0.0880316518298714
"1884","Springfield College","11634",0.0751650584052819
"1885","Springfield Technical Community College","2803",0.0976058931860037
"1886","University of Massachusetts-Dartmouth","7044",0.0592544710191769
"1887","Stonehill College","19974",2.02906976744186
"1888","Suffolk University","28756",0.0688846235871188
"1889","Rob Roy Academy-Taunton","7428",0.0789473684210526
"1890","Tufts University","29532",0.0745521094201503
"1891","Wellesley College","18618",0.0714285714285714
"1892","Wentworth Institute of Technology","17259",0.075475515985431
"1893","Western New England University","17626",0.0669174420906751
"1894","Westfield State University","6029",0.0534507474912963
"1895","Wheaton College","24431",0.0516634050880626
"1896","Wheelock College","16252",0.0512654120700844
"1897","Williams College","22542",0.0725028058361392
"1898","Worcester Polytechnic Institute","26098",12.2
"1899","Worcester State University","5251",0.0586319218241042
"1900","Fiser's College of Cosmetology","4401",0.1767578125
"1901","Adrian College","11672",0.0381907403456369
"1902","Albion College","14879",0.054300518134715
"1903","Hillsdale Beauty College","2257",0.144453312051077
"1904","Northwestern Technological Institute","8901",0.0320783711102574
"1905","Alma College","10764",0.0503884106655469
"1906","Alpena Community College","2514",0.0609990393852065
"1907","Andrews University","13360",0.0519055412672434
"1908","Aquinas College","13108",0.0436786654960492
"1909","Baker College of Owosso","7925",0.0575506445672192
"1910","Baker College","8969",0.0575506445672192
"1911","Bay de Noc Community College","2692",0.0629235237173282
"1912","Bayshire Academy of Beauty Craft Inc","1476",0.056047197640118
"1913","Calvin College","14993",0.0523695738749502
"1914","Calvin Theological Seminary","2772",0.104382929642445
"1915","Carnegie Institute","8807",0.0709953621120228
"1916","Michigan School of Professional Psychology","14542",0.103911042944785
"1917","Central Michigan University","7773",0.0469453376205788
"1918","Mott Community College","3754",0.0994263862332696
"1919","Empire Beauty School-Michigan","7263",0.151785714285714
"1920","Cleary University","12349",0.0970129526830558
"1921","Concordia University-Ann Arbor","11335",0.0576094352460875
"1922","Cranbrook Academy of Art","25493",0.104102760736196
"1923","College for Creative Studies","21491",0.04
"1924","Davenport University","13442",0.0627022653721683
"1925","David Pressley School of Cosmetology","5714",0.0190114068441065
"1926","Delta College","3022",0.07355327203894
"1927","Detroit Business Institute-Southfield","4332",0.110576923076923
"1928","Detroit Business Institute-Downriver","6869",0.110576923076923
"1929","Michigan State University-College of Law","25220",0.108926780341023
"1930","MIAT College of Technology","6566",0.0711793440334962
"1931","University of Detroit Mercy","15784",0.0711396621460861
"1932","Dorsey Business Schools-Madison Heights","6844",0.172711571675302
"1933","Dorsey Business Schools-Southgate","6620",0.172711571675302
"1934","Eastern Michigan University","8791",0.0557200538358008
"1935","Ferris State University","8542",0.0597158680471948
"1936","Flint Institute of Barbering Inc","2142",7.64788732394366
"1937","Glen Oaks Community College","2032",0.057609630266552
"1938","Kettering University","18038",0.0935601458080194
"1939","Gogebic Community College","1946",0.0419911953945141
"1940","Grace Bible College","9000",0.037279109174534
"1941","Cornerstone University","9069",0.0507022137586289
"1942","Everest Institute-Grand Rapids","7270",0.208416833667335
"1943","Grand Rapids Community College","3162",0.0626340626340626
"1944","Grand Valley State University","8300",0.0510574663533433
"1945","Great Lakes Christian College","4382",0.0342465753424658
"1946","Henry Ford College","1849",0.115321252059308
"1947","Hope College","14283",0.0498812351543943
"1948","ITT Technical Institute-Wyoming","17438",0.128727272727273
"1949","Jackson College","2720",0.0675413022351798
"1950","Wright Beauty Academy","2175",2.28151260504202
"1951","Kalamazoo College","17263",0.0455856895556838
"1952","Kalamazoo Valley Community College","1963",0.0724417426545086
"1953","Kellogg Community College","2894",0.0731277533039648
"1954","Kirtland Community College","3221",0.0476404494382022
"1955","Michigan College of Beauty-Monroe","4047",0.291778613648576
"1956","Lake Michigan College","2949",0.0594345066358915
"1957","Lake Superior State University","6109",0.0494532803180915
"1958","Lansing Community College","2219",0.076222435282838
"1959","Lawrence Technological University","16812",0.0700770847932726
"1960","M J Murphy Beauty College of Mount Pleasant","1365",0.685606060606061
"1961","Macomb Community College","2549",0.0619991564740616
"1962","Madonna University","13931",0.0716003205984504
"1963","Marygrove College","6930",0.0953591862682772
"1964","Rochester College","10439",0.0540686672073533
"1965","University of Michigan-Ann Arbor","15684",0.0751909931644552
"1966","Michigan Barber School Inc","1088",0.00855721393034826
"1967","Michigan State University","10916",0.065015479876161
"1968","Michigan Technological University","9620",0.0846041362022143
"1969","University of Michigan-Dearborn","9406",0.0788811188811189
"1970","University of Michigan-Flint","8037",0.0684150513112885
"1971","Mid Michigan Community College","2615",0.0530714584203928
"1972","Monroe County Community College","2150",0.0680830516658619
"1973","Montcalm Community College","1563",0.0627916843445057
"1974","Mr Bela's School of Cosmetology Inc","389",0.152173913043478
"1975","Baker College of Muskegon","7829",0.0575506445672192
"1976","Muskegon Community College","2314",0.0637329286798179
"1977","Everest College-Skokie","8952",0.155021834061135
"1978","Everest Institute-Southfield","6132",0.0147991543340381
"1979","North Central Michigan College","1933",0.0513869940882219
"1980","Northern Michigan University","6285",0.039792794914057
"1981","Paul Mitchell the School-Escanaba","5251",0.266699410609037
"1982","Northwestern Michigan College","3625",0.0526885600866113
"1983","Northwood University-Michigan","10859",0.0719814241486068
"1984","Oakland Community College","1754",0.100201748486886
"1985","Oakland University","8034",0.0562529056252906
"1986","Olivet College","10792",0.0408607350096712
"1987","Port Huron Cosmetology College","2656",1.41038961038961
"1988","Kuyper College","9298",0.0436005625879044
"1989","Ross Medical Education Center-Lansing","6579",0.105218855218855
"1990","Ross Medical Education Center-Madison Heights","7505",0.116013071895425
"1991","Ross Medical Education Center-Flint","5667",0.141226818830243
"1992","Sacred Heart Major Seminary","12286",0.140273831051408
"1993","Saginaw Valley State University","6417",0.0509107893507707
"1994","Schoolcraft College","2626",0.0751547303271441
"1995","Siena Heights University","10229",0.0630701068543133
"1996","St Clair County Community College","3718",0.0527060488149982
"1997","Southwestern Michigan College","3813",0.0545272636318159
"1998","Specs Howard School of Media Arts","7260",0.0371506475800954
"1999","Spring Arbor University","9971",0.0594199481254421
"2000","Michigan Career and Technical Institute","0",0.0701492537313433
"2001","Finlandia University","14182",0.0438401775804661
"2002","Western Michigan University-Thomas M. Cooley Law School","16080",0.108145787691695
"2003","Twin City Beauty College","7859",0.0641509433962264
"2004","Virginia Farrell Beauty School","509",8.90163934426229
"2005","Virginia Farrell Beauty School","909",0.448275862068966
"2006","Virginia Farrell Beauty School","320",0.504672897196262
"2007","Walsh College of Accountancy and Business Administration","11625",0.113977204559088
"2008","Washtenaw Community College","2550",0.0785219399538106
"2009","Wayne County Community College District","1318",0.416
"2010","Wayne State University","8684",0.0843971631205674
"2011","West Shore Community College","1392",0.0631383472609099
"2012","Western Michigan University","8422",0.0545294635004398
"2013","Western Theological Seminary","4062",0.103891125167721
"2014","Wright Beauty Academy","4323",0.0390070921985816
"2015","Academy College","13028",0.209328782707622
"2016","Alexandria Technical & Community College","3758",0.0614011360562618
"2017","American Indian OIC Inc","2131",543
"2018","Anoka Technical College","3785",0.0749314651233628
"2019","Anoka-Ramsey Community College","3211",0.057742782152231
"2020","Augsburg College","14317",0.0676262280100526
"2021","Riverland Community College","3511",0.0605187319884726
"2022","Northwest Technical College","3478",0.231260647359455
"2023","Bemidji State University","4887",0.0543962485345838
"2024","Bethany Lutheran College","9713",0.0399045760138799
"2025","Bethel University","15090",0.0612582781456954
"2026","Bethel Seminary-St Paul","9755",0.0612582781456954
"2027","Central Lakes College-Brainerd","2709",0.0584158415841584
"2028","Carleton College","25124",0.0570636021398851
"2029","Concordia College at Moorhead","14408",0.0513486513486513
"2030","Concordia University-Saint Paul","10855",0.0811986466892218
"2031","Dakota County Technical College","4786",0.0599403308923244
"2032","Martin Luther College","9415",0.0464437962755216
"2033","Lake Superior College","3461",0.0622193713919179
"2034","Cosmetology Careers Unlimited College of Hair Skin and Nails","5513",0.393763596809282
"2035","Duluth Business University","8974",0.0690104166666667
"2036","Minnesota State Community and Technical College","3297",0.0586600802716888
"2037","Globe University-Woodbury","10659",0.0761154855643045
"2038","Minnesota West Community and Technical College","3510",0.0591540964211772
"2039","Gustavus Adolphus College","17240",0.0550914876690533
"2040","Hamline University","13633",0.0683325961963733
"2041","Hazelden Betty Ford Graduate School of Addiction Studies","8567",0.103891125167721
"2042","Hennepin Technical College","3703",0.0728058510638298
"2043","Cosmetology Careers Unlimited College of Hair Skin and Nails","3939",0.228055438891222
"2044","Hibbing Community College","3522",0.0715659869180454
"2045","Aveda Institute-Minneapolis","10710",0.0407425265188042
"2046","Inver Hills Community College","4126",0.0674745249242633
"2047","Itasca Community College","2944",0.0516246583662314
"2048","The Art Institutes International-Minnesota","15545",0.0507954228300307
"2049","Luther Seminary","3589",0.104082806210466
"2050","Macalester College","19053",0.042140337122697
"2051","South Central College","3827",0.0583218707015131
"2052","Minnesota State University-Mankato","5136",0.0557314756174794
"2053","Regency Beauty Institute-Blaine","8051",0.0619469026548673
"2054","Mayo Medical School","2563",0.111881424814726
"2055","Mayo School of Health Sciences","8020",0.111881424814726
"2056","Argosy University-Twin Cities","14120",0.135802469135802
"2057","Mesabi Range College","2726",0.0769610261470153
"2058","Metropolitan State University","4810",0.0943567961165049
"2059","University of Minnesota-Twin Cities","10045",0.0630801687763713
"2060","University of Minnesota-Crookston","4792",0.0579374275782155
"2061","Minneapolis Business College","14231",0.0632217090069284
"2062","Minneapolis College of Art and Design","21232",0.0338206415012001
"2063","Minneapolis Community and Technical College","3207",0.126700071581961
"2064","Herzing University-Minneapolis","9713",0.0795148247978437
"2065","Minnesota School of Cosmetology-Woodbury Campus","11822",0.202536367027229
"2066","Crossroads College","10119",0.0387004300047778
"2067","University of Minnesota-Duluth","8147",0.0518801528252564
"2068","University of Minnesota-Morris","5522",0.0489585570109513
"2069","Minnesota School of Business-Richfield","16181",0.0678496868475992
"2070","Model College of Hair Design","6709",0.0289001873160289
"2071","Minnesota State University Moorhead","4280",0.0496438112199466
"2072","North Hennepin Community College","3494",0.0717193861572189
"2073","National American University-Roseville","12929",0.0951965065502183
"2074","Sanford-Brown College-Mendota Heights","16255",0.0564784053156146
"2075","Normandale Community College","3730",0.0685748360166965
"2076","North Central University","11008",0.0394066858534425
"2077","Rasmussen College-Eden Prairie","9506",0.0841205578047683
"2078","Northland Community and Technical College","3575",0.0669122160834868
"2079","Northwest Technical Institute","11801",0.0602258469259724
"2080","University of Northwestern-St Paul","13181",0.0440442612280321
"2081","Northwestern Health Sciences University","8717",0.191660570592538
"2082","Oak Hills Christian College","6484",0.0172692930383162
"2083","Regency Beauty Institute-Burnsville","6631",0.0619469026548673
"2084","Pine Technical & Community College","3120",0.0586120100683208
"2085","Rainy River Community College","3284",0.0434015525758645
"2086","Rasmussen College-Eagan","16147",0.0841205578047683
"2087","Rasmussen College-Mankato","17912",0.0841205578047683
"2088","Ingenue Beauty School","4464",0.265395894428152
"2089","Rochester Community and Technical College","3769",0.0590219224283305
"2090","College of Saint Benedict","16735",0.0610136452241715
"2091","St Cloud Technical and Community College","3800",0.0614107883817427
"2092","Regency Beauty Institute-St Cloud","9650",0.0619469026548673
"2093","Saint Cloud State University","5160",0.0572502210433245
"2094","Saint Johns University","16255",0.0692233940556088
"2095","Saint Mary's University of Minnesota","10301",0.0577337354588539
"2096","St Olaf College","20406",0.0502619833106928
"2097","Crown College","11164",0.0433723196881092
"2098","The College of Saint Scholastica","13311",0.0774278215223097
"2099","University of St Thomas","17528",0.0637092046120774
"2100","College of Visual Arts","17810",0.0286697247706422
"2101","Empire Beauty School-Bloomington","5447",0.196969696969697
"2102","St Catherine University","13508",0.0836236933797909
"2103","Rasmussen College-Minnesota","17700",0.0841205578047683
"2104","Saint Paul College","2818",0.29126213592233
"2105","Southwest Minnesota State University","3727",0.0535224153705398
"2106","Summit Academy Opportunities Industrialization Center","61",0.012108980827447
"2107","United Theological Seminary of the Twin Cities","6027",0.103911042944785
"2108","Vermilion Community College","2910",0.0431769722814499
"2109","Dunwoody College of Technology","12241",0.0940993788819876
"2110","Ridgewater College","3383",0.0493091303169873
"2111","Minnesota State College-Southeast Technical","3725",0.0592290817925415
"2112","Winona State University","6051",0.0551388607338334
"2113","William Mitchell College of Law","28816",0.0891316848763657
"2114","Century College","3715",0.0717255717255717
"2115","Alcorn State University","3356",0.0809471365638767
"2116","Belhaven University","7173",0.0723852040816327
"2117","Blue Mountain College","8707",0.049104563835933
"2118","Chris Beauty College","3746",0.283950617283951
"2119","Coahoma Community College","2409",0.204204204204204
"2120","Antonelli College-Jackson","12866",0.211136890951276
"2121","Copiah-Lincoln Community College","2547",0.102727272727273
"2122","Creations College of Cosmetology","1061",0.508474576271186
"2123","Delta Beauty College","3342",0.0163470606727444
"2124","Delta State University","4074",0.0945533769063181
"2125","East Central Community College","707",0.0842598010532475
"2126","East Mississippi Community College","1743",0.0925181013676589
"2127","Fosters Cosmetology College","3334",0.372172721041809
"2128","Academy of Hair Design-Grenada","5739",0.179190751445087
"2129","Hinds Community College","587",0.114065180102916
"2130","Holmes Community College","655",0.125345622119816
"2131","Itawamba Community College","3513",0.0919698009608785
"2132","Jackson State University","4385",0.0662343677628532
"2133","Jones County Junior College","1263",0.0736721873215306
"2134","Meridian Community College","1217",0.104098360655738
"2135","Millsaps College","10322",0.0496778216586988
"2136","Mississippi Delta Community College","1020",0.165869218500797
"2137","University of Mississippi","7036",0.0649081975691751
"2138","University of Mississippi Medical Center","5578",0.0649081975691751
"2139","Mississippi University for Women","3674",0.0809004572634541
"2140","Mississippi Valley State University","2540",0.0869905956112853
"2141","Mississippi College","9837",0.0634962805526036
"2142","Mississippi College of Beauty Culture","3845",0.541375872382851
"2143","Mississippi Gulf Coast Community College","1400",0.0760626398210291
"2144","Mississippi State University","5279",0.0637242099764952
"2145","Northeast Mississippi Community College","1331",0.0662650602409639
"2146","Northwest Mississippi Community College","1140",0.0574412532637076
"2147","Pearl River Community College","959",0.101756954612006
"2148","Rust College","7637",0.0546967895362663
"2149","Southeastern Baptist College","5499",0.328692493946731
"2150","Southwest Mississippi Community College","978",0.109856262833676
"2151","University of Southern Mississippi","6025",0.0746417860713096
"2152","Magnolia College of Cosmetology","3818",0.0491803278688525
"2153","Tougaloo College","6373",0.057935735150925
"2154","Wesley Biblical Seminary","8149",0.103911042944785
"2155","Wesley College","8368",0.292880258899676
"2156","William Carey University","8161",0.0881074674041881
"2157","Allied College North","28043",0.0579710144927536
"2158","Aquinas Institute of Theology","11456",0.104082806210466
"2159","Assemblies of God Theological Seminary","11238",0.104082806210466
"2160","Avila University","11579",0.0687714145863926
"2161","ITT Technical Institute-Earth City","17536",0.116382036685642
"2162","Baptist Bible College","4959",0.0391459074733096
"2163","House of Heavilin Beauty College-Blue Springs","7166",0.00555555555555556
"2164","Boonslick Technical Education Center","10562",0.262065637065637
"2165","Cox College","6513",0.0962252475247525
"2166","Calvary Bible College and Theological Seminary","8319",0.0457300275482094
"2167","Cape Girardeau Career and Technology Center","4126",0.0689655172413793
"2168","Central Christian College of the Bible","1984",0.035677879714577
"2169","Central Bible College","12343",0.0362050739957717
"2170","Central Methodist University-College of Liberal Arts and Sciences","11500",0.052751135790005
"2171","University of Central Missouri","5209",0.0518845974872034
"2172","Grand River Technical School","3021",0.101291989664083
"2173","Chillicothe Beauty Academy Inc","11348",0.39663988312637
"2174","Cleveland University-Kansas City","7586",0.0799827064418504
"2175","Columbia Area Career Center","10392",0.107532467532468
"2176","Columbia College","6083",0.0830188679245283
"2177","Conception Seminary College","16222",0.143423137876387
"2178","Concordia Seminary","10370",0.104082806210466
"2179","Cottey College","7022",0.0351126927639383
"2180","Covenant Theological Seminary","5888",0.103891125167721
"2181","Crowder College","713",0.0615942028985507
"2182","Culver-Stockton College","9346",0.05
"2183","Chamberlain College of Nursing–St Louis Campus","16235",0.087734425522742
"2184","DeVry University-Missouri","14773",0.110550954267195
"2185","Drury University","8422",0.0632611637347767
"2186","East Central College","1636",0.0582870737509913
"2187","Eden Theological Seminary","9003",0.103891125167721
"2188","Elaine Steven Beauty College","7306",0.10272536687631
"2189","Pinnacle Career Institute-South Kansas City","6514",0.133391455972101
"2190","Evangel University","10764",0.0458227262207822
"2191","Fontbonne University","13589",0.0722985229334024
"2192","Forest Institute of Professional Psychology","18212",0.104082806210466
"2193","Four Rivers Career Center","33208",0.265655577299413
"2194","Ozarks Technical Community College","2435",0.0705394190871369
"2195","Hannibal-LaGrange University","7434",0.0488527017024426
"2196","Harris-Stowe State University","3350",0.0813887307911212
"2197","Hickey College","9887",0.0477910530702973
"2198","House of Heavilin Beauty College-Kansas City","4444",0.00930773705642816
"2199","Independence College of Cosmetology","6269",0.0629599345870809
"2200","Jefferson College","2302",0.0584215920737957
"2201","Paul Mitchell the School-Missouri Columbia","9477",0.529239766081871
"2202","Barnes-Jewish College Goldfarb School of Nursing","9651",0.0982490272373541
"2203","Kansas City Art Institute","16151",0.0250969655487109
"2204","Kennett Career and Technology Center","2308",0.261939218523878
"2205","Kenrick Glennon Seminary","15245",0.103891125167721
"2206","A T Still University of Health Sciences","19358",0.000383362085489745
"2207","Lake Career and Technical Center","3273",0.138167938931298
"2208","CoxHealth School of Radiologic Technology","1894",0.0962252475247525
"2209","Lex La-Ray Technical Center","1794",0.294468546637744
"2210","Lincoln University","3655",0.0587188612099644
"2211","Lindenwood University","10273",0.0549215406562054
"2212","State Technical College of Missouri","6618",0.0586062546170894
"2213","Logan University","16245",0.143675169182717
"2214","Metropolitan Community College-Kansas City","1798",0.0722727272727273
"2215","Metropolitan Community College-Maple Woods","1721",0.0722727272727273
"2216","Maryville University of Saint Louis","13474",0.0704160951074531
"2217","Merrell University of Beauty Arts and Science","4877",0.0770171149144254
"2218","Metro Business College-Cape Girardeau","5653",0.0793969849246231
"2219","Midwest Institute","11274",0.269444444444444
"2220","Midwestern Baptist Theological Seminary","4309",0.137537993920973
"2221","Mineral Area College","2118",0.0651340996168582
"2222","Westwood College-O'Hare Airport","24525",0.110857142857143
"2223","Missouri Baptist University","7339",0.0505959620530285
"2224","National Academy of Beauty Arts-Farmington","4945",0.580128205128205
"2225","Missouri College","7720",0.204678362573099
"2226","Missouri Southern State University","2840",0.0573918269230769
"2227","Missouri Tech","16125",0.0503807850029291
"2228","Missouri Valley College","4616",0.0492938982147615
"2229","Missouri Western State University","3687",0.053781512605042
"2230","University of Missouri-Columbia","8191",0.0547192839707079
"2231","University of Missouri-Kansas City","9117",0.0741333333333333
"2232","Missouri University of Science and Technology","8328",0.0917754298736275
"2233","University of Missouri-St Louis","7474",0.0758743331357439
"2234","Moberly Area Community College","2571",0.0668161434977578
"2235","Hillyard Technical Center","4465",0.101143359718558
"2236","National Academy of Beauty Arts-St Louis","3506",0.0373134328358209
"2237","Nazarene Theological Seminary","6365",0.104102760736196
"2238","Neosho Beauty College","2414",0.0117647058823529
"2239","Nichols Career Center","6137",0.112505058680696
"2240","Truman State University","4123",0.0501624695369618
"2241","Northwest Missouri State University","5258",0.0495396755808856
"2242","Ozark Christian College","6633",0.03515625
"2243","College of the Ozarks","2350",0.0492541514213341
"2244","Park University","6477",0.0970641102456561
"2245","Stevens-The Institute of Business & Arts","7405",0.0842696629213483
"2246","Metropolitan Community College-Penn Valley","2849",0.0722727272727273
"2247","Poplar Bluff Technical Career Center","4739",0.0770538243626062
"2248","Ranken Technical College","8931",0.0828116107000569
"2249","Research College of Nursing","14488",0.122946330777656
"2250","Rockhurst University","12431",0.068944099378882
"2251","Rolla Technical Institute/Center","3781",0.0756442227763924
"2252","Everest College-Springfield","10293",0.158647594278283
"2253","Saint Louis Community College-Meramec","1239",0.102782071097372
"2254","Saint Louis University","20272",0.0692339205243753
"2255","Salem College of Hairstyling","3153",4.60169491525424
"2256","Sanford-Brown College-Fenton","9525",0.102178812922615
"2257","American College of Hair Design Inc","1424",0.626297577854671
"2258","Sikeston Career and Technology Center","6366",0.0708693860733416
"2259","Saint Louis Christian College","2990",0.0615819209039548
"2260","St Louis College of Pharmacy","18120",0.00532334384858044
"2261","Saint Louis Community College-Florissant Valley","1603",0.102782071097372
"2262","Saint Louis Community College","1468",0.102782071097372
"2263","Saint Paul School of Theology","6358",0.104082806210466
"2264","Southwest Baptist University","6784",0.0487364620938628
"2265","Missouri State University-West Plains","1151",0.0550847457627119
"2266","Mercy Hospital Springfield-School of Radiologic Technology","1991",0.487432675044883
"2267","Saint Luke's College of Health Sciences","9481",0.100574712643678
"2268","St Louis College of Health Careers-St Louis","7597",0.274869109947644
"2269","State Fair Community College","2060",0.0611298482293423
"2270","Stephens College","9203",0.0409329979419163
"2271","Southeast Missouri State University","6286",0.0512129380053908
"2272","Missouri State University-Springfield","5123",0.0506923257451303
"2273","Three Rivers Community College","812",0.0863570391872279
"2274","North Central Missouri College","3912",0.0522101217168482
"2275","Eldon Career Center","9363",0.232349165596919
"2276","Truman Medical Center School of Nurse Anesthesia","4318",0.103911042944785
"2277","Kansas City University of Medicine and Biosciences","38826",0.104082806210466
"2278","Washington University in St Louis","25031",2.12121212121212
"2279","Webster University","13410",0.0632440476190476
"2280","Wentworth Military Academy and College","8896",0.0830401125967628
"2281","Westminster College","7404",0.0494353292137226
"2282","William Jewell College","8729",0.0589229144667371
"2283","William Woods University","8063",0.0476830087306917
"2284","Academy of Cosmetology","3897",0.219927095990279
"2285","Montana State University-Billings-College of Technology","7857",0.053257790368272
"2286","Blackfeet Community College","115",0.00635803695608981
"2287","Butte Academy of Beauty Culture","3964",0.642603550295858
"2288","Highlands College of Montana Tech","NULL",0.0786833855799373
"2289","Carroll College","20251",0.0533633203843795
"2290","Dawson Community College","2006",0.04296875
"2291","Chief Dull Knife College","2133",0.0201487167186376
"2292","Montana State University-Billings","4855",0.053257790368272
"2293","Flathead Valley Community College","3736",0.0534022394487511
"2294","Aaniiih Nakoda College","1815",5
"2295","Fort Peck Community College","1996",0.0072463768115942
"2296","Great Falls College Montana State University","3177",0.0709759188846641
"2297","University of Great Falls","11899",0.0472524555349084
"2298","Helena College University of Montana","2939",0.0819949281487743
"2299","Little Big Horn College","2794",0.149193548387097
"2300","Miles Community College","3275",0.0517241379310345
"2301","Modern Beauty School Inc","3608",0.163652802893309
"2302","Montana Tech of the University of Montana","6363",0.0786833855799373
"2303","Montana State University","8170",0.0545322346097916
"2304","The University of Montana","6868",0.0497913769123783
"2305","Montana State University-Northern","4452",0.0697008274984087
"2306","Rocky Mountain College","9133",0.0446468236339405
"2307","Salish Kootenai College","1097",0.416666666666667
"2308","The University of Montana-Western","4803",0.0373902132998745
"2309","La'James International College","4420",0.021398002853067
"2310","Bellevue University","8131",0.0983519404572036
"2311","Clarkson College","10724",0.0877671668940428
"2312","Bryan College of Health Sciences","11452",0.0831105169340463
"2313","Central Community College","1549",0.0514458641560188
"2314","Chadron State College","2338",0.0529818274891221
"2315","College of Hair Design-Downtown","5595",0.0277344967279526
"2316","Concordia University-Nebraska","9135",0.0498721227621483
"2317","Creighton University","21657",0.0756117127958283
"2318","Dana College","8035",0.0530603258476442
"2319","Doane University-Arts & Sciences","8923",0.0640056683986774
"2320","Grace University","8287",0.0459880239520958
"2321","Hastings College","8531",0.0513900589721988
"2322","CHI Health School of Radiologic Technology","1486",0.171401515151515
"2323","Joseph's College Cosmetology","4794",0.0508474576271186
"2324","University of Nebraska at Kearney","3867",0.0544029506685108
"2325","Kaplan University-Lincoln Campus","1024",0.126236183827807
"2326","Mary Lanning Memorial Hospital School of Radiologic Technology","1765",0.103911042944785
"2327","Nebraska Methodist College of Nursing & Allied Health","10435",0.0883886255924171
"2328","Metropolitan Community College Area","1686",0.081151832460733
"2329","Mid-Plains Community College","2114",0.04629021667761
"2330","Midland University","10899",0.0542250338906462
"2331","Nebraska Christian College","8153",0.033258873169521
"2332","University of Nebraska at Omaha","4958",0.0578192579103119
"2333","Kaplan University-Omaha Campus","706",0.126236183827807
