"","INSTNM","TUITIONFEE_IN","TUITIONFEE_OUT","value_added","popularity","diversity"
"25","Stillman College","15865","15865",1.01119187672237,1789.52719877987,0.019665731461288
"26","Troy University","7564","14092",1.26924662191506,34039.4200271862,0.183330827480479
"27","Tuskegee University","19570","19570",0.832382689494873,5258.02519301097,0.0266461750293722
"28","Alaska Pacific University","19610","19610",0.68018007895456,653.672450677442,0.0158324353884574
"29","Carrington College-Phoenix","NULL","NULL",1.4667771967477,622.980613893376,0.0892697336055204
"30","Carrington College-Mesa","NULL","NULL",NA,718,0.047491268469054
"31","Carrington College-Tucson","NULL","NULL",NA,424,0.0965911716612145
"32","Arizona State University-Tempe","10157","24503",1.04320830276669,46621.6055970592,0.011457422090453
"33","University of Arizona","10957","29421",0.835439862965509,43749.6649691772,0.0181018898822317
"34","Embry-Riddle Aeronautical University-Prescott","31648","31648",1.26362908091244,2458.83233532934,0.0156880291266242
"35","Grand Canyon University","17050","17050",1.71295814564911,67578.5999652597,0.0255478023311683
"36","ITT Technical Institute-Tucson","18048","18048",1.66465619007075,427.441761060056,0.0543954203359677
"37","ITT Technical Institute-Tempe","18048","18048",1.93923865441232,484.169296050484,0.0729966649676724
"38","Northern Arizona University","9990","22510",0.858879069905895,28631.9298678849,0.289791747696445
"39","Prescott College","26415","26415",1.18969299493195,660.555798050342,0.125093658081363
"40","Arizona Christian University","22466","22466",0.545832950535743,1092.89617486339,0.0434225680477975
"41","University of Arkansas at Little Rock","7432","17764",NA,13397.4358974359,0.101487912753324
"42","Lyon College","24300","24300",0.689484377551298,1123.4125691957,0.231181527724855
"43","University of Arkansas","8210","20300",0.62455748856858,34501.9342359768,0.107288453401588
"44","University of Arkansas at Pine Bluff","6178","11908",1.07970495203931,6181.48914167528,0.0187336857335338
"45","Arkansas State University-Main Campus","7720","13480",0.861678821378211,12624.6719160105,0.542153323997196
"46","Arkansas Tech University","5862","10878",0.957179372339438,10253.8836076977,0.430657116067157
"47","Baptist Health College-Little Rock","8402","8402",1.59115172400117,1303.21741956451,0.176159060912722
"48","University of Central Arkansas","7889","13806",0.911481123192726,9794.18629323149,0.227805040800454
"49","Central Baptist College","13800","13800",0.757353351555242,1383.1841319993,0.341858908444716
"50","Harding University","17040","17040",0.495853296645313,4524.81840193705,0.33470083116011
"51","Henderson State University","7860","14220",1.01211811655228,5138.57916533928,0.22127822301346
"52","Hendrix College","39290","39290",0.356603381340476,1596.23279401111,0.0174047544527702
"53","John Brown University","23588","23588",0.825694985672401,2496.41731155059,0.301120022162672
"54","Ouachita Baptist University","23320","23320",0.479694686075239,2060.61464381816,0.392964489819808
"55","University of the Ozarks","24470","24470",0.764162081126144,650.022492127755,0.348884045607666
"56","University of Arkansas Community College-Morrilton","2732","3788",NA,3106.29348001941,0.413159054732904
"57","Williams Baptist College","14360","14360",0.687141577469817,720.669598524613,0.225964482259577
"58","Southern Arkansas University Main Campus","7736","11186",1.09052156622208,3898.06776813218,0.0316621211798025
"59","University of Arkansas-Fort Smith","4727","10511",1.02114351947238,10641.3217267721,0.02812664105271
"60","ITT Technical Institute-Rancho Cordova","18048","18048",1.76762461419884,581.462960809396,0.00912128439782267
"61","American Academy of Dramatic Arts-Los Angeles","30650","30650",NA,1388.88888888889,0.0781435566407058
"62","Art Center College of Design","37830","37830",1.16253134195293,2242.27441285538,0.000376599312480385
"63","Azusa Pacific University","33096","33096",0.897448867100874,7232.06647928633,0.00516355305416596
"64","Bethesda University","9120","9120",NA,390.367932994317,0.000200431710827872
"65","Biola University","33322","33322",0.581112090760097,5787.79840848806,0.00185151487192361
"66","Brooks Institute","20112","20112",0.748426591010411,418.684422921711,0.0956624835953016
"67","California Baptist University","29422","29422",0.813047614539684,8077.06790510857,0.0123122200020498
"68","California College of the Arts","41942","41942",0.731855063477845,2373.99905793688,0.00164167052147767
"69","California Institute of Technology","43362","43362",0.697097852931705,11132.5028312571,0.000236226693960071
"70","California Lutheran University","37140","37140",0.610655396636788,4590.78235197638,0.011380645904903
"71","California Polytechnic State University-San Luis Obispo","8918","20078",0.720008056925279,62081.5797992878,0.00353475436953078
"72","Alliant International University-San Diego","16350","16350",NA,612.19195849546,0.0559515288604554
"73","California State University-Bakersfield","6792","17952",1.49185385659961,10657.223796034,0.0110126986563249
"74","California State University-Stanislaus","6686","17846",1.33021997154555,10786.5786578658,0.00367817220234603
"75","California State University-San Bernardino","6550","17710",1.43437167990184,19465.956187093,0.0134890856310924
"76","California State Polytechnic University-Pomona","6904","18064",1.39074997027981,42932.3308270677,0.000773223298599902
"77","California State University-Chico","7002","18162",1.17398594215401,22328.0721533258,0.0157066382692187
"78","California State University-Dominguez Hills","6139","17299",1.81613879646435,28811.9981105338,0.00532278761123388
"79","California State University-Fresno","6299","17459",1.32861961174562,33885.5218855219,0.00208936509526358
"80","California State University-Fullerton","6315","17475",1.25833512655282,73330.335057342,0.00101192253367055
"81","California State University-East Bay","6564","17724",1.8516953798529,17458.3985208363,0.00080166418039641
"82","California State University-Long Beach","6452","17612",1.45004371185848,88815.5668358714,0.000871557120029485
"83","California State University-Los Angeles","6348","17508",1.82114715822089,33802.1942033732,0.00190209490598101
"84","California State University-Northridge","6549","17709",1.5006718963412,66986.3791146425,0.00391338088640841
"85","California State University-Sacramento","6648","17808",1.55777797392593,36338.6097728837,0.00102895663894874
"86","University of California-Berkeley","12972","35850",1.4555254901709,169325.842696629,0.000372796678479616
"87","University of California-Davis","13896","36774",1.23735758343905,68236.3140946247,0.000392405886941684
"88","University of California-Irvine","13179","36057",1.18811874535627,65403.5275253875,0.000274810969838911
"89","University of California-Los Angeles","12705","35583",1.30227614701204,159628.232758621,0.000515033590153912
"90","University of California-Riverside","13407","36285",1.00403553448869,32225.0814891062,0.000354525389333746
"91","University of California-San Diego","13427","36305",1.16024481548897,74499.8498047462,0.000308295175502582
"92","University of California-Santa Barbara","13865","36743",1.0354287569523,55687.9471656577,0.00131536673126567
"93","University of California-Santa Cruz","13397","36275",0.882817748808337,29212.1320890165,0.00114345316054582
"94","California Institute of the Arts","42260","42260",0.482637140630112,3873.87387387387,0.00276947215702943
"95","The California Maritime Academy","6536","17696",1.28669203206002,1569.71514242879,0.00638704191822052
"96","Casa Loma College-Van Nuys","NULL","NULL",2.18415852727198,509.714285714286,0.00258203492961142
"97","Chapman University","45393","45393",0.641762572108937,13203.656462585,0.00474681305270614
"98","Charles R Drew University of Medicine and Science","12436","12436",NA,69,0.0048221909453656
"99","Concordia University-Irvine","30640","30640",0.638224590703393,2188.66171003717,0.0130266762131173
"100","San Diego Christian College","27090","27090",0.850906026542775,1693.69369369369,0.0144043101263437
"101","Claremont McKenna College","47395","47395",0.976340796583633,12005.5710306407,0.00478887995601877
"102","Cogswell College","16160","16160",1.08437516583589,1385.84474885845,0.00144424509308154
"103","Columbia College-Hollywood","18975","18975",1.07843480072449,391.132628360301,0.0570784538209756
"104","Dominican University of California","41730","41730",0.793206924857347,1789.42165101335,0.00110191993808085
"105","Fashion Institute of Design & Merchandising-Los Angeles","29930","29930",0.700486718610634,6067.97991502511,0.00340412144156923
"106","Fashion Institute of Design & Merchandising-San Francisco","29930","29930",0.700486718610634,978.099480326652,0.000989633993045395
"107","Fashion Institute of Design & Merchandising-Orange County","29930","29930",0.700486718610634,236.220472440945,0.00180723534376052
"108","Fresno Pacific University","26638","26638",1.14112991026196,3910.23716601621,0.0240060467568658
"109","Glendale Career College","NULL","NULL",NA,346,0.00283847515297694
"110","Harvey Mudd College","48594","48594",0.624857265191672,5628.0701754386,0.00108994686370627
"111","Holy Names University","34488","34488",1.0344996337694,1209.25341745531,0.000873128751385025
"112","Humboldt State University","7171","18331",0.980230209502232,10401.0450685826,0.0484454868686258
"113","ITT Technical Institute-National City","18048","18048",2.05936848256175,1057.366638442,0.00197422755693277
"114","ITT Technical Institute-San Dimas","18048","18048",1.79622695423442,587.294819867832,0.00672911728521987
"115","ITT Technical Institute-Orange","18048","18048",1.95640005843367,871.937639198218,0.00346489406535568
"116","American Jewish University","29132","29132",NA,231.548480463097,0.184318597027838
"117","Life Pacific College","12860","12860",0.530938443236518,722.146841549827,0.00498639737850613
"118","University of La Verne","36744","36744",1.12318621552033,11033.0756013746,0.0172242833658476
"119","Laguna College of Art and Design","27300","27300",0.501087642694404,928.681375064135,0.00195773484889955
"120","La Sierra University","29895","29895",0.855891795062819,5054.13385826772,0.00156922553840014
"121","The Master's College and Seminary","29860","29860",0.630020837597697,1557.72272008434,0.0124993157156276
"122","Loyola Marymount University","41597","41597",0.586263596027663,11504.458357048,0.00440593943153181
"123","MTI College","NULL","NULL",1.65982559084491,1166.3807890223,0.00673121996286505
"124","Menlo College","37520","37520",0.754614185089361,1759.87572126054,0.00249632904190107
"125","Mills College","42918","42918",0.980926248765709,1193.85342789598,0.00376502559133355
"126","Mount Saint Mary's University","34826","34826",1.40607172571105,3395.91315453384,0.00168326711761384
"127","Musicians Institute","23985","23985",0.852556150538017,1126.98412698413,0.0250058282579372
"128","Newschool of Architecture and Design","21920","21920",NA,367.34693877551,0.00522129503857181
"129","North-West College-Pomona","NULL","NULL",1.34127544014702,268,0.0212419339010892
"130","North-West College-West Covina","NULL","NULL",1.53373798726562,559,0.00671506698515812
"131","North-West College-Pasadena","NULL","NULL",1.55495427251403,221,0.0021171014517682
"132","Notre Dame de Namur University","31822","31822",1.17216769177465,1514.60558486681,0.00142480177221405
"133","Occidental College","47522","47522",0.449146455529186,4812.08372978116,0.00313446851142563
"134","Otis College of Art and Design","40490","40490",1.05546803401336,1639.5908543923,0.000532207725961649
"135","Hope International University","27130","27130",0.828231474847065,2632.25806451613,0.021580123261211
"136","Concorde Career College-San Diego","NULL","NULL",1.42853711985837,967,0.000947692479107895
"137","Pacific Union College","28131","28131",0.778970028690725,3336.84654300169,0.00114865160375515
"138","University of the Pacific","41342","41342",1.11422494944033,6925.31876138433,0.000419900586826491
"139","Pepperdine University","46692","46692",0.643308990740018,9684.15115623237,0.00290247756289853
"140","Pitzer College","47020","47020",0.42273288703942,8264.2089093702,0.017492259717788
"141","Point Loma Nazarene University","31406","31406",0.570510054751728,3681.86394362146,0.0141801769620133
"142","Pomona College","45832","45832",0.938711378068121,13412.6333059885,0.00293379070529058
"143","University of Redlands","43186","43186",0.770076915375002,5075.9337802709,0.0178672622544
"144","San Diego State University","6866","18026",1.23701659643537,80696.0556844548,0.00278696505145218
"145","University of San Diego","42908","42908",0.717202617534666,12229.1891891892,0.0128742547478928
"146","San Francisco Art Institute","40096","40096",0.571760806039484,482.751367269668,0.0302557292521629
"147","San Francisco Conservatory of Music","40992","40992",NA,456.130936409981,0.00453529534024832
"148","San Francisco State University","6468","17628",1.46254993416601,38153.7062301046,0.000567409642896121
"149","University of San Francisco","41450","41450",0.850671561874481,11232.3064113239,0.00118701282665746
"150","William Jessup University","24990","24990",0.767912026423236,1491.88761377127,0.0397705845635077
"151","San Jose State University","7323","18483",1.4831080029425,44324.1436925647,0.000358205316447094
"152","Santa Clara University","43812","43812",0.56230242330538,11037.4873353597,0.00214651429762279
"153","Scripps College","47378","47378",0.422812813188682,3387.32394366197,0.00139322029381777
"154","Shasta Bible College and Graduate School","11160","11160",NA,39,0.00202420004108673
"155","Simpson University","24300","24300",0.83338092183509,1856.69456066946,0.0522566656925049
"156","Saint Mary's College of California","41380","41380",0.64143939921901,3882.81764318631,0.00440111824572446
"157","Sonoma State University","7276","18436",0.907815593239788,10548.6128467883,0.0273657150119467
"158","Vanguard University of Southern California","30050","30050",0.67810801992329,3346.55172413793,0.0209050463719974
"159","Concorde Career College-Garden Grove","NULL","NULL",1.76658904168256,974,0.000910418443218645
"160","Southern California Institute of Architecture","40262","40262",NA,325.535338531997,0.00122487193593632
"161","University of Southern California","48280","48280",1.19520941789195,102064.372918979,0.000929747250999822
"162","Thomas Aquinas College","24500","24500",0.351116848039665,457.073760580411,0.27124920818377
"163","Concorde Career College-San Bernardino","NULL","NULL",1.35077263538193,668,0.0105926374799446
"164","Concorde Career College-North Hollywood","NULL","NULL",1.80802378775889,620,0.0010200831090262
"165","Carrington College-Sacramento","NULL","NULL",1.61561165036972,1447.98745426032,0.00258317973729254
"166","Westmont College","39990","39990",0.405657682925122,1634.32459677419,0.0105779083020896
"167","Whittier College","41836","41836",0.511079339979745,2624.43438914027,0.00509357421243023
"168","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","13300","13300",NA,223.379471015486,0.13876997758735
"169","Adams State University","8014","18814",0.760213041905263,3231.73533466074,0.142122667574032
"170","Bel-Rea Institute of Animal Technology","11213","11213",1.08784279032972,600.663309175777,0.152642971785731
"171","University of Colorado Denver/Anschutz Medical Campus","8500","22852",1.45183010561679,14777.3667625702,0.00538193105702914
"172","University of Colorado Colorado Springs","7462","17494",0.827528801411117,10075.7575757576,0.0645758954014917
"173","University of Colorado Boulder","10789","33151",0.557718516779829,30742.6330798479,0.0193465508143018
"174","Colorado Christian University","26430","26430",1.12347089462516,3877.22646310433,0.288646408799683
"175","Colorado College","46410","46410",0.421698197738563,11374.3016759777,0.0266178581742208
"176","Concorde Career College-Aurora","NULL","NULL",1.28342374309218,1330.41958041958,0.0414364366921077
"177","Colorado School of Mines","16918","33598",0.793710761660006,12018.0970660817,0.0275733019485873
"178","Colorado State University-Fort Collins","9897","26277",0.57616068517575,27799.4532803181,0.135253456453327
"179","University of Denver","42090","42090",0.612101049560397,7359.13191266832,0.0327624790184004
"180","Fort Lewis College","7252","17780",0.677570756426375,3973.79431843206,0.0488359149190016
"181","Colorado Mesa University","7116","17720",0.723727610790166,10226.0848425915,0.0654858106519551
"182","Metropolitan State University of Denver","6070","18888",1.08260152497581,31612.6555060667,0.0461554992051056
"183","Naropa University","29970","29970",0.950010571642393,619.469026548673,0.21493534249143
"184","University of Northern Colorado","7733","19277",0.667648609435712,12844.2437923251,0.225825347671099
"185","Regis University","33060","33060",1.0991653053982,5116.61807580175,0.0355706605527935
"186","Montessori Education Center of the Rockies","NULL","NULL",NA,14,0.0986275017732996
"187","Colorado State University-Pueblo","7834","18775",0.866952837120794,4555.93877990946,0.283288823543641
"188","Western State Colorado University","7874","18319",0.450916672749365,1987.47561851966,0.102220459034904
"189","University of Bridgeport","29920","29920",1.15022049259171,4975.29644268775,0.0501823234610978
"190","Central Connecticut State University","8877","20612",0.767318073651204,15883.5208471211,0.0493254176643021
"191","Connecticut College","47740","47740",0.435186905724672,4986.70212765957,0.0489654075967599
"192","University of Connecticut","12700","32880",0.614834398645528,36060.8486789432,0.0052959627022787
"193","Eastern Connecticut State University","9560","21295",0.504323549803436,7595.87955625991,0.115057403767222
"194","Fairfield University","43770","43770",0.461528110325142,5369.77491961415,0.168245906206951
"195","University of Hartford","35444","35444",0.510099353929258,6870.92749202828,0.0640441240719121
"196","Mitchell College","30012","30012",NA,1013.70645345517,0.285785758776039
"197","University of New Haven","34630","34630",0.537439205316026,6151.37274301261,0.117497295927275
"198","Post University","16510","16510",1.98224042740349,7573.2169518778,0.230449184540414
"199","Quinnipiac University","40670","40670",0.473090581964877,9866.48460021241,0.0948534359268685
"200","Sacred Heart University","35750","35750",0.422601498242642,8580.92738407699,0.136807802618004
"201","University of Saint Joseph","34755","34755",0.856314509134928,1162.93610103789,0.0953402081196925
"202","St Vincent's College","16200","16200",1.92590113448268,1916.27665106604,0.0768783886348928
"203","Southern Connecticut State University","9157","20937",0.723047417804922,11368.4651942969,0.0802284572676616
"204","Trinity College","49056","49056",0.439278547791868,6846.24697336562,0.0297329145851834
"205","Wesleyan University","48272","48272",0.483697210959013,12158.0928481807,0.00691079031810426
"206","Western Connecticut State University","9077","20812",0.691468573190152,13005.2460654509,0.0519864775180103
"207","Yale University","45800","45800",1.29357030948856,86873.0158730159,0.00175688764376193
"208","Delaware State University","7336","15692",0.706669878427161,8353.90946502058,0.0317127908823902
"209","University of Delaware","12342","30692",0.439890990138176,26864.2193719593,0.0298659448415506
"210","Goldey-Beacom College","22500","22500",0.835471224538635,1234.54367026497,0.0265259947815254
"211","Wesley College","24100","24100",0.756808827255329,2523.80952380952,0.0714212739503909
"212","American University","41833","41833",0.511102935801919,15475.5671902269,0.0124126876884096
"213","Catholic University of America","39726","39726",0.412963240025233,4774.72601813016,0.0660369006404743
"214","Gallaudet University","15024","15024",0.999056149958989,1532.45560318432,0.0318050975173136
"215","George Washington University","48760","48760",0.670255721320955,23825.074217858,0.0051351543750681
"216","Georgetown University","46744","46744",0.828535804645157,41561.9596541787,0.00550760025298197
"217","Howard University","23970","23970",0.930496922503799,14379.2604833712,0.0195754644717231
"218","National Conservatory of Dramatic Arts","9100","9100",NA,39,0.0649377383190772
"219","Trinity Washington University","22316","22316",1.44531286857058,1832.69124931205,0.0343970946873657
"220","The Baptist College of Florida","9700","9700",0.7807243668422,817.134629229662,0.240786411775079
"221","Barry University","28160","28160",1.56125854340052,8486.2285838213,0.152157813998639
"222","Bethune-Cookman University","14410","14410",1.00270849587557,6116.77915554858,0.0210085121775713
"223","Lynn University","35050","35050",0.700933631406884,2552.42420195005,0.100046756370922
"224","Carlos Albizu University-Miami","12240","12240",1.46095550234927,742.419948994049,0.0347020773688203
"225","Johnson University Florida","14270","14270",0.592994712702986,622.700254741013,0.305242569137123
"226","University of Central Florida","6368","22467",1.19137182791185,105381.979439629,0.0177981858334303
"227","Clearwater Christian College","17865","17865",0.703884753748273,660.529715762274,0.131637939772932
"228","Eckerd College","38668","38668",0.425896014156397,2834.75391806434,0.23589103690779
"229","Edward Waters College","12525","12525",1.07494784372258,1750.70821529745,0.021016867187417
"230","Embry-Riddle Aeronautical University-Daytona Beach","31948","31948",1.26362908091244,6780.72816862852,0.0281246974085408
"231","Florida Agricultural and Mechanical University","5785","17725",1.09213875193644,16332.9928498468,0.0184811945886556
"232","Florida Atlantic University","4831","17276",1.29175222676208,36692.4125397547,0.0380112556443102
"233","Flagler College-St Augustine","16180","16180",0.616159342979034,5779.03091060986,0.355953986886943
"234","Florida College","15330","15330",0.444916001370574,724.63768115942,0.102987293147012
"235","Concorde Career Institute-Jacksonville","NULL","NULL",1.14200054221008,652,0.0153745061638187
"236","Concorde Career Institute-Miramar","NULL","NULL",1.17756692077398,640,0.0410529253089254
"237","Concorde Career Institute-Tampa","NULL","NULL",1.44046374543342,411,0.0983140229515313
"238","Adventist University of Health Sciences","12430","12430",1.57259268307514,1870,0.01082160029001
"239","Florida Institute of Technology","37990","37990",1.76902377619555,5437.71317199935,0.0293040525164192
"240","Florida International University","6497","18895",1.56617600518353,74084.8806366048,0.047530711524816
"241","Florida Memorial University","14776","14776",1.1583830031166,7195.71567672833,0.0308404889639207
"242","Florida Southern College","29990","29990",0.604780912585378,5248.82838652087,0.295698662506579
"243","Florida State University","6507","21673",0.817452802777917,58552.0852139375,0.11602344402774
"244","University of Florida","6313","28591",1.10739165841017,69894.7599210699,0.00807152557845519
"245","ITT Technical Institute-Tampa","18048","18048",1.72758133814903,599.618077657543,0.12217987085257
"246","Jacksonville University","31370","31370",0.788454216239656,5642.94631710362,0.283662114691079
"247","Keiser University-Ft Lauderdale","16936","16936",1.36662425037709,37013.147082991,0.138545203320687
"248","Luther Rice University & Seminary","6080","6080",NA,1004.51004510045,0.0671411224810367
"249","University of Miami","44350","44350",0.810823760364778,28360.3981141959,0.0165756538105791
"250","Remington College-Tampa Campus","15478","15478",1.72960957070629,208.64999309106,0.0135216003133107
"251","University of North Florida","6385","20789",1.03416863070959,22922.2387320456,0.0322135992964975
"252","Northwood University-Florida","23132","23132",0.91471090196425,1681.32696657452,0.0667100680423504
"253","Nova Southeastern University","26700","26700",1.49417502618563,9387.42061053063,0.00828904926684815
"254","Palm Beach Atlantic University","26274","26274",0.762207507074745,2713.3410307547,0.292577154007258
"255","Ringling College of Art and Design","40040","40040",0.465502482091399,1426.89509504811,0.00904658671241946
"256","Rollins College","43080","43080",0.814239563045186,4660.4992145226,0.106757616805296
"257","Saint Leo University","20420","20420",1.72971262938567,16596.4523281596,0.142224883920855
"258","Saint John Vianney College Seminary","21100","21100",NA,77,0.00328937350536373
"259","University of South Florida-Main Campus","6410","17324",1.10211890566352,56958.2392776524,0.0141458672191729
"260","St Thomas University","27150","27150",1.5320679259997,1096.58421672556,0.0993739251029777
"261","Stetson University","40040","40040",0.654395786156207,4606.466361855,0.133676883897299
"262","Southeastern University","22202","22202",NA,6704.59717796996,0.146862349457084
"263","The University of Tampa","26330","26330",0.515516587249865,13128.3731688512,0.292668316817462
"264","Trinity Baptist College","10110","10110",0.829898538541108,552.763819095477,0.169503967587594
"265","Warner University","18966","18966",1.27203187384008,3888.46153846154,0.123743653221731
"266","Webber International University","24034","24034",0.72940216648794,1358.78164556962,0.0776844692947166
"267","The University of West Florida","6360","19241",0.973351231570488,23503.7197024238,0.0648554087323838
"268","Abraham Baldwin Agricultural College","3394","9839",0.794628130379244,4198.80921563552,0.351650131551312
"269","Agnes Scott College","35982","35982",0.649293946219877,1184.28824571766,0.0216479501491382
"270","Albany State University","5192","15196",1.13144624869296,6895.74962994291,0.0198556690283885
"271","Andrew College","14226","14226",0.608305646841362,637.011444612395,0.081465424966346
"272","Armstrong State University","5266","15271",1.04284942667219,9057.76863148611,0.0471717176027065
"273","Point University","17650","17650",0.7334982390396,2696.08787820389,0.116274870126695
"274","Clark Atlanta University","21334","21334",0.969424560923611,3031.77040274005,0.021352751661905
"275","Berry College","30530","30530",0.421033912020491,3394.70655926352,0.274111561452197
"276","Brenau University","24780","24780",1.30893580826663,2085.47685001979,0.107338029735267
"277","Brown College of Court Reporting","12900","12900",1.42277148784959,260,0.0716332740642018
"278","College of Coastal Georgia","4510","12566",NA,3067.67731456416,0.202625292645462
"279","Clayton  State University","5246","15251",1.45962383763386,14285.0412249706,0.0157213128110502
"280","Columbus State University","5613","15930",0.942780845651224,12160.4491126403,0.0831082220097664
"281","Covenant College","30160","30160",0.477809945941199,1103.06291390728,0.139848056201935
"282","Emmanuel College","18170","18170",0.579616306626738,1480.04885993485,0.344381717805734
"283","Emory University","45008","45008",1.15421560283085,28821.7747949292,0.0011001998436617
"284","Fort Valley State University","6448","18954",1.14721361276701,8978.91690781315,0.0185286943179613
"285","Georgia Institute of Technology-Main Campus","11394","30698",0.968514657861129,41929.298981426,0.00139448208554215
"286","Georgia Southwestern State University","5158","15163",0.857918669584304,3467.83457782883,0.228421121443621
"287","Georgia College and State University","8960","27308",0.453514778835912,7642.96956977964,0.2438396081946
"288","Georgia Southern University","6170","16487",0.70557675894593,27309.0332805071,0.21540568434599
"289","Georgia State University","8618","23186",1.17133624400533,41418.2368775236,0.00354923469153228
"290","University of Georgia","10836","29046",0.655448185480546,47986.360373295,0.00605294323061665
"291","Gordon State College","3510","9937",1.00255580526094,7985.12089274643,0.113052695024783
"292","Kennesaw State University","5912","15630",1.02768696919692,43139.3826005613,0.0539581887425218
"293","LaGrange College","26620","26620",0.608118670621406,1581.90045248869,0.222840390314465
"294","Life University","10500","10500",1.53981926369312,1355.51663747811,0.105669730703821
"295","Herzing University-Atlanta","13670","13670",1.64153292769205,341,0.00360101936036737
"296","Mercer University","33780","33780",1.1563579157559,6621.70263788969,0.0175620306036031
"297","Morehouse College","26090","26090",0.861517596808273,2506.24776865405,0.0176648857583585
"298","Oglethorpe University","32500","32500",0.761820114603245,1360.09203630321,0.035721908564187
"299","Paine College","13332","13332",1.02800206564939,3856.02934433746,0.0201505675684396
"300","Piedmont College","21350","21350",0.897090251358409,2234.57862728063,0.250043615512913
"301","Portfolio Center","20015","20015",2.78227927378616,243.024302430243,0.0385849966589125
"302","Reinhardt University","19196","19196",0.732722143552784,1463.00822039547,0.261885830860443
"303","Savannah College of Art and Design","34295","34295",0.443805958051991,13292.2614575507,0.0215960340716486
"304","Savannah State University","5556","15561",NA,6001.54579415175,0.0208972937194403
"305","Shorter University","20250","20250",1.25732035466488,2093.32562843109,0.383816329653636
"306","Spelman College","25496","25496",0.831499254978358,3953.7037037037,0.0207294183264952
"307","Southern Polytechnic State University","5839","17144",1.28958132744119,7450.0379458639,0.0111084435180691
"308","Thomas University","15750","15750",NA,1327.36021237763,0.139944246024302
"309","Toccoa Falls College","19700","19700",0.532185040363252,2178.13765182186,0.00686151060781334
"310","Truett-McConnell College","17400","17400",0.534314465072187,756.773590781688,0.217902806185919
"311","Valdosta State University","6142","16459",0.888593520912126,17057.6283708903,0.148154968000435
"312","University of West Georgia","5938","16258",0.806924922019292,20534.8693684427,0.138165470865961
"313","Young Harris College","26386","26386",0.56467867249459,2346.39093259097,0.264550331905863
"314","Chaminade University of Honolulu","20940","20940",1.27910698039659,2355.75800046718,7.02849061248905e-05
"315","University of Hawaii at Hilo","7036","19036",1.02302412393625,4618.72722175498,0.000151711907252006
"316","University of Hawaii at Manoa","10620","29412",0.892853022366028,17339.5077391525,0.000247610405073526
"317","Hawaii Pacific University","21130","21130",1.06505251190221,7667.79880316998,0.00122505096684193
"318","Med-Assist School of Hawaii Inc","NULL","NULL",2.65407002498527,101.950354609929,2.49012260630827e-05
"319","University of Hawaii-West Oahu","6888","18888",1.31322328025899,3418.89985895628,0.000186806987070711
"320","Carrington College-Boise","NULL","NULL",1.38992339110876,988,0.0225279354244765
"321","Boise Bible College","11665","11665",0.552448231094841,185.44474393531,0.247677145296988
"322","Boise State University","6641","19493",0.741051884122404,21046.7532467532,0.124892261795154
"323","University of Idaho","6784","20314",0.762970570597734,12095.4356846473,0.291014348220295
"324","The College of Idaho","24955","24955",0.540357207681361,1198.06243272336,0.0662934746979581
"325","Lewis-Clark State College","8624","19142",0.886224649713389,3198.70759289176,0.275859793671967
"326","ITT Technical Institute-Boise","18048","18048",1.68753806209921,363.347036202095,0.0507878925512894
